"業種(飲食業）","業種（宿泊業）","施設名称","施設名称カナ","施設郵便番号","施設住所","施設住所(方書)","認証日","施設住所市町村"
"〇","","ノンブル","ノンブル","9900042","山形市七日町2-2-1","赤門ピアッザ2F","2021/07/30","山形市"
"〇","","ハイらーめんデス　長井バイパス店","ハイラーメンデス　ナガイバイパステン","9930011","長井市館町北6-18","","2021/10/25","長井市"
"〇","","ハイらーめんデス広野店","ハイラーメンデスヒロノテン","9920851","白鷹町大字広野3128-3","","2021/09/27","白鷹町"
"〇","","ハイらーめんデス宮内店","ハイラーメンデスミヤウチテン","9920472","南陽市宮内1021-4","","2021/07/15","南陽市"
"〇","","HOUSE清川屋","ハウスキヨカワヤ","9970035","鶴岡市馬場町8-13","鶴岡商工会議所会館1F","2021/07/07","鶴岡市"
"〇","","博多もつ。佐のちゃん","ハカタモツ。サノチャン","9900039","山形市香澄町1-15-16","ラテス壱番館","2021/09/27","山形市"
"〇","","博多もつ鍋居酒屋　一酔","ハカタモツナベイザカヤ　イッスイ","9900039","山形市香澄町1-4-6","弐番館1F","2021/08/24","山形市"
"〇","","博多屋台まこっちゃん","ハカタヤタイマコッチャン","9900042","山形市七日町2-4-18","YTビル七番館","2021/10/18","山形市"
"〇","〇","はぎ苑","ハギエン","9930075","長井市成田2170-2","","2021/06/24","長井市"
"〇","","はしもと屋","ハシモトヤ","9990121","川西町大字上小松1825-2","","2021/07/27","川西町"
"〇","","HATAKE STYLE　本店","ハタケスタイル　ホンテン","9993235","上山市阿弥陀地字塩崎前1368-3","","2021/09/07","上山市"
"〇","","畑のごちそうナチュラルカフェ","ハタケノゴチソウナチュラルカフェ","9900023","山形市松波4-10-15","","2021/08/11","山形市"
"","〇","はたごの心　橋本屋","ハタゴノココロハシモトヤ","9993242","上山市葉山4-15","","2021/05/08","上山市"
"〇","","はちの屋","ハチノヤ","9910041","寒河江市日田五反21-1","","2021/10/21","寒河江市"
"〇","","八郎兵衛茶屋","ハチロベエチャヤ","9996401","戸沢村古口高屋1423-7","","2021/08/18","戸沢村"
"〇","","発酵酒場こぶた","ハッコウサカバコブタ","9920027","米沢市駅前3-2-25","","2021/10/25","米沢市"
"〇","","八方寿し","ハッポウズシ","9970811","鶴岡市神明町12-42","","2021/06/30","鶴岡市"
"〇","","八宝堂","ハッポウドウ","9993113","上山市蔵王2675-1","","2021/07/16","上山市"
"〇","","花菜","ハナ","9902433","山形市鳥居ケ丘1-46","グリーンミント 1F","2021/09/21","山形市"
"","〇","花明りの宿　月の池","ハナアカリノヤド　ツキノイケ","9993156","上山市湯町3-10","","2021/09/14","上山市"
"〇","","花笠食堂　新庄おだいどこ","ハナガサショクドウ　シンジョウオダイドコ","9960002","新庄市金沢字沖1068","ゼスト新庄店内","2021/07/29","新庄市"
"〇","","花ぐるまお食事処","ハナグルマオショクジドコロ","9920474","南陽市漆山1316-1","","2021/07/07","南陽市"
"〇","","花寿司","ハナズシ","9900042","山形市七日町3-2-26","鈴木ビル1F","2021/06/25","山形市"
"〇","","華包","ハナツツミ","9970801","鶴岡市東原町24-2","","2021/07/08","鶴岡市"
"〇","","HANA火","ハナビ","9900042","山形市七日町3-3-3","","2021/08/17","山形市"
"〇","","花みずき","ハナミズキ","9900042","山形市七日町4-6-4","","2021/08/30","山形市"
"〇","","華み壽㐂","ハナミズキ","9998301","遊佐町遊佐字舞鶴114-1","","2021/06/24","遊佐町"
"","〇","華夕美　日本海","ハナユウビ　二ホンカイ","9971117","鶴岡市下川字窪畑1-523","","2021/05/26","鶴岡市"
"","〇","はまあかり潮音閣","ハマアカリチョウオンカク","9971201","鶴岡市湯野浜1-26-4","","2021/05/18","鶴岡市"
"〇","","浜寿し","ハマズシ","9996835","酒田市字本町32-14","","2021/10/14","酒田市"
"〇","","浜っ娘","ハマッコ","9970033","鶴岡市泉町6-1","","2021/08/16","鶴岡市"
"〇","","浜なす分店","ハマナスブンテン","9900042","山形市七日町4-6-7","","2021/06/10","山形市"
"〇","","浜焼き　えぼし","ハマヤキ　エボシ","9992211","南陽市赤湯1452","","2021/09/29","南陽市"
"","〇","隼人旅館","ハヤトリョカン","9970752","鶴岡市湯田川乙56","","2021/10/18","鶴岡市"
"","〇","葉山館","ハヤマカン","9993242","上山市葉山5-10","","2021/06/07","上山市"
"〇","","harappa  soba&caffe","ハラッパ　ソバアンドカフェ","9993134","上山市矢来1-3-1","","2021/10/13","上山市"
"","〇","原ペンション","ハラペンション","9993114","上山市永野字蔵王山国有林241","林班ニ小班","2021/08/24","上山市"
"〇","","ハリス食堂","ハリスショクドウ","9950011","村山市楯岡北町1-6-19","","2021/07/15","村山市"
"","〇","はる風","ハルカゼ","9995205","鮭川村大字中渡1793","","2021/07/29","鮭川村"
"〇","","はる寿司","ハルズシ","9930082","長井市舟場15-7","","2021/10/22","長井市"
"〇","","春乃家","ハルノヤ","9920351","高畠町大字高畠572-1","","2021/08/19","高畠町"
"〇","","はんあり酒家","ハンアリシュカ","9900031","山形市十日町2-4-30","","2021/08/06","山形市"
"〇","","繁昌軒","ハンジョウケン","9996101","最上町大字向町564","","2021/07/30","最上町"
"〇","","半兵ヱ　山形すずらん通り店","ハンベエ　ヤマガタスズランドオリテン","9900039","山形市香澄町2-10-2","香澄ビル1F","2021/08/06","山形市"
"〇","","ハーバーライト","ハーバーライト","9970034","鶴岡市本町1-7-18","","2021/07/08","鶴岡市"
"〇","","ばいせんはうすNISHI","バイセンハウスニシ","9950024","村山市楯岡笛田4-1-61","","2021/10/01","村山市"
"〇","","馬かもん","バカモン","9920045","米沢市中央1-8-15","瀧口ビル1F","2021/07/07","米沢市"
"〇","","馬かもん　山形店","バカモン　ヤマガタテン","9900039","山形市香澄町2-3-31","香澄町第三須藤ビル","2021/06/18","山形市"
"〇","","芭蕉茶屋","バショウチャヤ","9993301","山形市山寺1873","","2021/06/01","山形市"
"〇","","芭蕉ドライブイン","バショウドライブイン","9996402","戸沢村蔵岡3705","","2021/07/30","戸沢村"
"〇","","Butterfly","バタフライ","9980044","酒田市中町2-3-25","","2021/09/14","酒田市"
"〇","","Bacchanalia","バッカナリア","9980044","酒田市中町1-9-8","","2021/07/26","酒田市"
"〇","","Va bene","バベーネ","9940082","天童市芳賀タウン北3-13-18","","2021/09/08","天童市"
"〇","","バラード（ダイニング　バー）","バラード（ダイニング　バー）","9900039","山形市香澄町2-10-1","カスミビル1F","2021/07/29","山形市"
"〇","","バルde酒場MARU","バル　デ　サカバ　マル","9960023","新庄市沖の町3−18","ヤマヨBROSビル1F","2021/09/03","新庄市"
"〇","","バロー　ホテルアーバングレイスグランB1","バロー　ホテルアーバングレイスグランB1","9900039","山形市香澄町1-18-12","","2021/08/16","山形市"
"〇","","バンコク","バンコク","9900039","山形市香澄町1-7-6","花笠ビル1F","2021/08/18","山形市"
"","〇","萬国屋","バンコクヤ","9997204","鶴岡市湯温海丁1","","2021/05/08","鶴岡市"
"〇","","晩酌","バンシャク","9960002","新庄市若葉町16-17","","2021/05/27","新庄市"
"〇","","晩酌亭","バンシャクテイ","9920045","米沢市中央1-13-24","","2021/10/01","米沢市"
"〇","","晩酌家","バンシャクヤ","9920045","米沢市中央1-7-10","","2021/06/22","米沢市"
"〇","","バンバン食堂","バンバンショクドウ","9990122","川西町大字中小松2507-1","","2021/08/26","川西町"
"〇","","番屋","バンヤ","9900032","山形市小姓町1-13","落合ビル1Ｆ","2021/09/07","山形市"
"〇","","晩屋清次郎","バンヤセイジロウ","9970015","鶴岡市末広町6-19","FCIビル","2021/06/24","鶴岡市"
"〇","","BAR D","バー ディー","9992211","南陽市赤湯418-3","須貝テナント","2021/09/09","南陽市"
"〇","","BAR TRASH","バー トラッシュ","9970015","鶴岡市末広町11-47　2Ｆ","","2021/06/23","鶴岡市"
"〇","","BAR Heat Roll","バー ヒートロール","9900042","山形市七日町2-1-25","","2021/07/20","山形市"
"〇","","BAR　香澄","バー　カスミ","9900039","山形市香澄町1-10-1","クラウンヒルズ山形1F","2021/09/03","山形市"
"〇","","bar corleone","バー　コルレオーネ","9900042","山形市七日町3-3-43","","2021/08/26","山形市"
"〇","","Bar 聖和","バー　セイワ","9902301","山形市蔵王温泉川原875-12","","2021/06/08","山形市"
"〇","","Bar 4Dears","バー　フォーディアーズ","9900039","山形市香澄町1-13-15","YTパーレルビル2　2F","2021/05/28","山形市"
"〇","","BAR Lamp","バー　ランプ","9970032","鶴岡市上畑町5-28","","2021/06/23","鶴岡市"
"〇","","Bar & Dining あるバル","バーアンドダイニング　アルバル","9902423","山形市東青田4-6-21","2F","2021/05/08","山形市"
"〇","","Bar karakahl","バーカラカウル","9900039","山形市香澄町1-5-10","船山書店ビル2F","2021/07/06","山形市"
"〇","","Bar　Gai．","バーガイ","9910035","寒河江市幸町1-35","フロイデビル2F","2021/05/10","寒河江市"
"〇","","BAR紫蘭","バーシラン","9970034","鶴岡市本町2-3-32","","2021/09/15","鶴岡市"
"〇","","Bar THEAT","バーシート","9960023","新庄市沖の町4-43","","2021/07/26","新庄市"
"〇","","バードランド","バードランド","9900039","山形市香澄町1-6-3","","2021/07/09","山形市"
"〇","","BarBeerBong","バービアボング","9900042","山形市七日町2-2-1","赤門ビル4F","2021/07/01","山形市"
"〇","","BAR Bros.","バーブロス","9992211","南陽市赤湯447ｰ4","第二舞ビル1Ｆ","2021/09/21","南陽市"
"〇","","BAR BOND","バーボンド","9992211","南陽市赤湯477-4","C 2F","2021/09/29","南陽市"
"〇","","BAR SAUDADE","バール　サウダージ","9900042","山形市七日町3-3-21","モンシェリービル1F","2021/07/30","山形市"
"〇","","パスタ＆ドリア　モナミ　ミーナ店","パスタアンドドリア　モナミ　ミーナテン","9970813","鶴岡市千石町3-37","","2021/07/21","鶴岡市"
"〇","","パスタ＆ランチ 151A　いちごいちえ","パスタアンドランチ　イチゴイチエ","9900071","山形市流通センター2-3","","2021/07/20","山形市"
"〇","","ぱっぷや　霞城セントラル店","パップヤ　カジョウセントラルテン","9900827","山形市城南町1-1-1","霞城セントラル内","2021/05/27","山形市"
"〇","","パパ＆ママ","パパアンドママ","9993716","東根市蟹沢1646-33","","2021/07/20","東根市"
"〇","","パパクチーナ","パパクチーナ","9960011","新庄市東谷地田町9-1","","2021/08/05","新庄市"
"〇","","パブ　D・A・K・A・R・A","パブ　ダカラ","9900042","山形市七日町3-3-21","北斗第二ビル1F","2021/07/28","山形市"
"〇","","パブ　ピーナッツ","パブ　ピーナッツ","9992211","南陽市赤湯391-4","","2021/08/05","南陽市"
"〇","","Pub lounge spot G7","パブ　ラウンジ　スポット　ジーセブン","9997126","鶴岡市鼠ヶ関甲297-22","","2021/07/21","鶴岡市"
"〇","","パブスナック　2PEACE","パブスナック　ツーピース","9900039","山形市香澄町1-4-1","伊東ビル2F","2021/06/30","山形市"
"〇","","パブハウス　メイプル","パブハウス　メイプル","9970034","鶴岡市本町1-5-8","","2021/10/22","鶴岡市"
"〇","","パブラウンジ「やすらぎ」","パブラウンジヤスラギ","9900039","山形市香澄町1-4-6","弐番館ビル3F","2021/10/05","山形市"
"〇","","パブ・ラウンジ　アドリブ","パブ・ラウンジ　アドリブ","9993142","上山市沢丁3-1","","2021/09/01","上山市"
